Make,Year_of_manufacture,Condition,Mileage,Engine_Size,Fuel,Transmission,Price,Build
Toyota,2006,Foreign Used,439547,1800,Petrol,Automatic,3120000,SUV
Jeep,2014,Nigerian Used,51566,3600,Petrol,Automatic,18900000,SUV
Toyota,2004,Nigerian Used,268447,1800,Petrol,Automatic,1872000,SUV
Honda,2013,Nigerian Used,182450,2400,Petrol,Automatic,5200000,SUV
Nissan,2008,Foreign Used,213339,2500,Petrol,Automatic,3028000,SUV
Toyota,2006,Nigerian Used,207615,4000,Petrol,Automatic,6240000,SUV
Toyota,2007,Nigerian Used,23447,3274,Petrol,Automatic,9582500,SUV
Toyota,2005,Nigerian Used,166024,1800,Petrol,Automatic,1942500,SUV
Honda,2007,Nigerian Used,98335,3274,Petrol,Automatic,2362000,SUV
Honda,2013,Nigerian Used,104281,2400,Petrol,Automatic,4200000,SUV
Kia,2011,Nigerian Used,97279,1600,Petrol,Automatic,1680000,SUV
Honda,2009,Nigerian Used,202694,3500,Petrol,Automatic,2625000,SUV
Honda,2011,Nigerian Used,226014,3500,Petrol,Automatic,2940000,SUV
Hyundai,2012,Nigerian Used,100000,2500,Petrol,Automatic,2625000,SUV
Ford,2001,Nigerian Used,183738,2300,Petrol,Automatic,1470000,SUV
Toyota,2004,Foreign Used,395286,1800,Petrol,Automatic,2730000,SUV
Hyundai,2013,Nigerian Used,134852,1800,Petrol,Automatic,3120000,SUV
Hyundai,2014,Nigerian Used,66462,2400,Petrol,Automatic,2835000,SUV
Hyundai,2007,Nigerian Used,476812,2000,Petrol,Automatic,2496000,SUV
Kia,2013,Nigerian Used,83132,1600,Petrol,Automatic,2310000,SUV
Honda,2008,Nigerian Used,344223,3500,Petrol,Automatic,2600000,SUV
Hyundai,2010,Nigerian Used,262797,3800,Petrol,Automatic,2677500,SUV
Toyota,2002,Nigerian Used,88480,2400,Petrol,Automatic,1560000,SUV
Lexus,1999,Nigerian Used,2254489,3500,Petrol,Automatic,1575000,SUV
Toyota,2007,Nigerian Used,215320,3274,Petrol,Automatic,1575000,SUV
Toyota,2008,Nigerian Used,246651,1800,Petrol,Automatic,2310000,SUV
Toyota,2006,Nigerian Used,124738,1800,Petrol,Automatic,1890000,SUV
Mitsubishi,2007,Nigerian Used,220442,3800,Petrol,Automatic,3465000,SUV
Nissan,2007,Nigerian Used,117210,3274,Petrol,Automatic,2026000,SUV
Nissan,2014,Nigerian Used,93520,5600,Petrol,Automatic,2310000,SUV
Nissan,2007,Nigerian Used,114267,3274,Petrol,Automatic,2362000,SUV
Chevrolet,2007,Nigerian Used,28774,3274,Petrol,Automatic,14010000,SUV
Toyota,2003,Nigerian Used,116440,2000,Petrol,Automatic,2080000,SUV
Toyota,2007,Nigerian Used,178127,3274,Petrol,Automatic,4826000,SUV
Toyota,2006,Nigerian Used,415172,1800,Petrol,Automatic,2080000,SUV
Acura,2002,Nigerian Used,200741,3500,Petrol,Automatic,1260000,SUV
Lexus,2007,Nigerian Used,79002,3274,Petrol,Automatic,2250000,SUV
Nissan,2013,Nigerian Used,43644,2000,Petrol,CVT,2940000,SUV
Nissan,2009,Foreign Used,291436,1800,Petrol,Automatic,2625000,SUV
Mercedes-Benz,2007,Nigerian Used,223066,3274,Petrol,Automatic,1858000,SUV
Toyota,2009,Nigerian Used,154581,2400,Petrol,Automatic,2310000,SUV
Honda,2008,Nigerian Used,308650,3500,Petrol,Automatic,2730000,SUV
Toyota,2000,Foreign Used,324010,3500,Petrol,Automatic,2415000,SUV
Ford,2007,Nigerian Used,217815,3000,Petrol,Automatic,1575000,SUV
Honda,2009,Nigerian Used,49198,3500,Petrol,Automatic,2730000,SUV
Kia,2007,Nigerian Used,91579,3274,Petrol,Automatic,2270000,SUV
Toyota,2007,Nigerian Used,113847,3274,Petrol,Automatic,3370000,SUV
Toyota,2009,Nigerian Used,218754,2000,Petrol,Automatic,2100000,SUV
Nissan,2007,Nigerian Used,125444,3274,Petrol,Automatic,4490000,SUV
Mazda,2010,Foreign Used,157791,2500,Petrol,Automatic,2625000,SUV
Toyota,2009,Nigerian Used,92488,2500,Petrol,Automatic,2100000,SUV
Kia,2012,Nigerian Used,168761,1800,Petrol,Automatic,1575000,SUV
Chevrolet,2017,Foreign Used,27228,3600,Petrol,Automatic,15750000,SUV
Honda,2004,Nigerian Used,255711,3500,Petrol,Automatic,2496000,SUV
Nissan,2007,Nigerian Used,115723,3274,Petrol,Automatic,5162000,SUV
Infiniti,2006,Nigerian Used,302481,3500,Petrol,Automatic,1785000,SUV
Mercedes-Benz,2007,Nigerian Used,98550,3274,Petrol,Automatic,4154000,SUV
Infiniti,2006,Nigerian Used,122889,3600,Petrol,Automatic,1260000,SUV
Pontiac,2009,Nigerian Used,213448,2400,Petrol,Automatic,2520000,SUV
Mazda,2006,Foreign Used,351273,3000,Petrol,Automatic,2415000,SUV
Mercedes-Benz,2007,Nigerian Used,290888,3274,Petrol,Automatic,1690000,SUV
Hyundai,2020,Nigerian Used,822,1600,Petrol,Automatic,10500000,SUV
Nissan,2007,Nigerian Used,45416,3274,Petrol,Automatic,5834000,SUV
Toyota,2006,Nigerian Used,111133,2400,Petrol,Automatic,2047500,SUV
Infiniti,2007,Nigerian Used,158943,3274,Petrol,Automatic,1914000,SUV
Honda,2006,Nigerian Used,328495,3500,Petrol,Automatic,1872000,SUV
Lexus,2007,Nigerian Used,220726,3500,Petrol,Automatic,4680000,SUV
Nissan,2008,Nigerian Used,95066,2500,Petrol,Automatic,2625000,SUV
Ford,2010,Nigerian Used,270431,3500,Petrol,Automatic,2612000,SUV
Toyota,2002,Nigerian Used,176533,2400,Petrol,Automatic,1560000,SUV
Toyota,2003,Nigerian Used,271345,2400,Petrol,Automatic,1612000,SUV
Honda,2007,Nigerian Used,225823,3274,Petrol,Automatic,2474000,SUV
Honda,2016,Foreign Used,48348,2400,Petrol,Automatic,8320000,SUV
Toyota,2003,Nigerian Used,170206,3000,Petrol,Automatic,2704000,SUV
Suzuki,2007,Nigerian Used,126,3274,Petrol,Automatic,9900000,SUV
Mercedes-Benz,2007,Nigerian Used,278594,3274,Petrol,Automatic,2250000,SUV
Hyundai,2007,Nigerian Used,164003,3274,Petrol,Automatic,1802000,SUV
Honda,2007,Nigerian Used,209578,3274,Petrol,Automatic,2474000,SUV
Honda,2013,Foreign Used,152229,3500,Petrol,Automatic,5040000,SUV
Honda,2005,Nigerian Used,159924,3500,Petrol,Automatic,1872000,SUV
Hyundai,2007,Foreign Used,96891,2400,Petrol,Automatic,2525000,SUV
Nissan,2007,Nigerian Used,306577,4000,Petrol,Automatic,2520000,SUV
BMW,2002,Nigerian Used,176466,3000,Petrol,Automatic,1687500,SUV
Ford,2001,Nigerian Used,239647,2800,Petrol,Automatic,1365000,SUV
Honda,2009,Foreign Used,159132,2400,Petrol,Automatic,2677500,SUV
Rover,2012,Foreign Used,163834,2000,Petrol,Automatic,10185000,SUV
Mercedes-Benz,2007,Nigerian Used,110735,3500,Petrol,Automatic,2940000,SUV
Honda,2016,Foreign Used,121625,2400,Petrol,Automatic,6825000,SUV
Lexus,2004,Nigerian Used,151357,3300,Petrol,Automatic,4680000,SUV
Lexus,2007,Nigerian Used,103245,3500,Petrol,Automatic,2100000,SUV
Hyundai,2012,Nigerian Used,1580052,2200,Petrol,Automatic,2310000,SUV
Mercedes-Benz,2008,Nigerian Used,171692,3500,Petrol,Automatic,2835000,SUV
Toyota,2007,Nigerian Used,71655,3274,Petrol,Automatic,7122000,SUV
Kia,2011,Nigerian Used,98022,1600,Petrol,Automatic,2310000,SUV
Honda,2010,Nigerian Used,121664,2400,Petrol,Automatic,2392000,SUV
Mercedes-Benz,2007,Nigerian Used,100421,3274,Petrol,Automatic,2978000,SUV
Nissan,2007,Nigerian Used,233903,3000,Petrol,Automatic,1680000,SUV
Honda,2005,Nigerian Used,273444,3500,Petrol,Automatic,1560000,SUV
Mazda,2000,Foreign Used,147611,1800,Petrol,Automatic,2310000,SUV
Toyota,2007,Nigerian Used,89097,1800,Petrol,Automatic,2080000,SUV
Ford,2012,Foreign Used,36559,1600,Petrol,Automatic,3885000,SUV
Honda,2007,Nigerian Used,187801,3274,Petrol,Automatic,2810000,SUV
Toyota,2004,Nigerian Used,291620,1800,Petrol,Automatic,1680000,SUV
Toyota,2008,Nigerian Used,113747,2400,Petrol,Automatic,2205000,SUV
Honda,2013,Nigerian Used,174100,3500,Petrol,Automatic,3675000,SUV
Ford,2007,Nigerian Used,115945,3500,Petrol,AMT,1575000,SUV
Lexus,2008,Nigerian Used,115820,4700,Petrol,Automatic,4200000,SUV
Mercedes-Benz,2007,Nigerian Used,243975,4700,Petrol,Automatic,2310000,SUV
Chevrolet,2007,Nigerian Used,63751,3274,Petrol,Manual,13450000,SUV
Toyota,2006,Foreign Used,299397,1800,Petrol,Automatic,2940000,SUV
Toyota,2007,Nigerian Used,116766,3274,Petrol,Automatic,7290000,SUV
Mercedes-Benz,2007,Nigerian Used,177051,3274,Petrol,Automatic,2474000,SUV
Honda,2007,Nigerian Used,62198,3274,Petrol,Automatic,4378000,SUV
Hyundai,2009,Nigerian Used,87854,2000,Petrol,Automatic,1575000,SUV
Toyota,2003,Foreign Used,146734,1800,Petrol,Automatic,2625000,SUV
Honda,2013,Nigerian Used,173936,2400,Petrol,Automatic,3780000,SUV
Toyota,2004,Nigerian Used,208026,2400,Petrol,Automatic,1872000,SUV
Honda,2007,Foreign Used,123441,2500,Petrol,Automatic,3570000,SUV
Toyota,2006,Nigerian Used,274268,2400,Petrol,Automatic,1627500,SUV
Mercedes-Benz,2007,Nigerian Used,174368,3274,Petrol,Manual,2698000,SUV
Nissan,2008,Foreign Used,102312,3274,Petrol,Automatic,2310000,SUV
Kia,2013,Nigerian Used,85282,2400,Petrol,Automatic,4200000,SUV
Honda,2010,Nigerian Used,88208,3500,Petrol,Automatic,2677500,SUV
Renault,2006,Nigerian Used,180952,1900,Diesel,Manual,1025000,SUV
Mercedes-Benz,2007,Nigerian Used,114300,3274,Petrol,Automatic,2474000,SUV
Nissan,2007,Nigerian Used,103121,3274,Petrol,Automatic,2810000,SUV
Pontiac,2007,Nigerian Used,179209,3274,Petrol,Automatic,1774000,SUV
Toyota,2008,Nigerian Used,107655,18000,Petrol,Automatic,2415000,SUV
Mercedes-Benz,2004,Nigerian Used,182533,2600,Petrol,Automatic,2392000,SUV
Toyota,2007,Nigerian Used,150420,2400,Petrol,Automatic,2100000,SUV
Mercedes-Benz,2007,Nigerian Used,241966,3274,Petrol,Automatic,1466000,SUV
Toyota,2007,Nigerian Used,161188,2400,Petrol,Automatic,2520000,SUV
Toyota,2002,Nigerian Used,285976,3000,Petrol,Automatic,1560000,SUV
Toyota,2004,Nigerian Used,180984,3500,Petrol,Automatic,1575000,SUV
Toyota,2012,Nigerian Used,114345,1600,Petrol,Automatic,3328000,SUV
Toyota,2011,Foreign Used,202784,2500,Petrol,Automatic,4472000,SUV
Honda,2004,Nigerian Used,143321,2300,Petrol,Automatic,2704000,SUV
Land Rover,2006,Nigerian Used,188429,4200,Petrol,Automatic,2940000,SUV
Toyota,2006,Foreign Used,102399,3300,Petrol,Automatic,3640000,SUV
Honda,2005,Nigerian Used,212354,3500,Petrol,Automatic,1575000,SUV
Hyundai,2012,Nigerian Used,110683,1800,Petrol,Automatic,2100000,SUV
Toyota,2002,Nigerian Used,132213,3000,Petrol,Automatic,1352000,SUV
Toyota,2006,Nigerian Used,248375,3300,Petrol,Automatic,1785000,SUV
Ford,2004,Nigerian Used,323048,400,Petrol,Automatic,1680000,SUV
Kia,2010,Nigerian Used,179284,1600,Petrol,Automatic,1680000,SUV
Toyota,2003,Nigerian Used,188739,1800,Petrol,Automatic,1575000,SUV
Lexus,2008,Nigerian Used,176272,3500,Petrol,Automatic,2625000,SUV
Honda,2006,Nigerian Used,233846,3500,Petrol,Automatic,1575000,SUV
Mitsubishi,2008,Nigerian Used,156408,2400,Petrol,Manual,1365000,SUV
Nissan,2014,Nigerian Used,118154,2500,Petrol,CVT,5775000,SUV
Mitsubishi,2004,Nigerian Used,361889,3800,Petrol,Automatic,2625000,SUV
Hyundai,2007,Nigerian Used,10559,3274,Petrol,Automatic,6335000,SUV
Toyota,2012,Foreign Used,206117,3500,Petrol,Automatic,9152000,SUV
Ford,2013,Nigerian Used,133104,3500,Petrol,Automatic,3465000,SUV
Infiniti,2001,Nigerian Used,141538,3500,Petrol,Automatic,1260000,SUV
Nissan,2005,Nigerian Used,231680,2000,Petrol,Automatic,1785000,SUV
Mercedes-Benz,2008,Nigerian Used,187503,3500,Petrol,Automatic,2520000,SUV
Mitsubishi,2003,Nigerian Used,246600,2400,Petrol,Automatic,1575000,SUV
Toyota,2006,Foreign Used,277350,3500,Petrol,Automatic,2940000,SUV
Infiniti,2005,Nigerian Used,290000,3500,Petrol,Automatic,1785000,SUV
Mercedes-Benz,2007,Nigerian Used,206570,2000,Petrol,Automatic,1785000,SUV
Mazda,2004,Nigerian Used,141216,3000,Petrol,Automatic,1890000,SUV
Honda,2011,Nigerian Used,166352,3500,Petrol,Automatic,2415000,SUV
Nissan,2005,Nigerian Used,208886,40,Petrol,Automatic,3016000,SUV
Jaguar,2001,Nigerian Used,263789,3000,Petrol,Automatic,1050000,SUV
Honda,2007,Nigerian Used,59244,3274,Petrol,Automatic,4714000,SUV
Toyota,2002,Nigerian Used,241730,3000,Petrol,Automatic,1560000,SUV
Toyota,2005,Nigerian Used,128134,1800,Petrol,Automatic,1976000,SUV
Mercedes-Benz,2009,Nigerian Used,151643,4000,Petrol,Automatic,4725000,SUV
Honda,2007,Nigerian Used,178894,3274,Petrol,Automatic,1690000,SUV
Lexus,2005,Nigerian Used,174427,3300,Petrol,Automatic,3045000,SUV
Hyundai,2013,Nigerian Used,118053,1800,Petrol,Automatic,2310000,SUV
Toyota,2012,Nigerian Used,193268,1800,Petrol,Automatic,2887500,SUV
Mercedes-Benz,2010,Nigerian Used,189018,3500,Petrol,Automatic,5720000,SUV
Toyota,2009,Nigerian Used,128980,1800,Petrol,Automatic,2100000,SUV
Nissan,2009,Nigerian Used,213292,3500,Petrol,CVT,1575000,SUV
Toyota,2003,Nigerian Used,210448,1800,Petrol,Automatic,2028000,SUV
Toyota,2007,Nigerian Used,156588,2400,Petrol,Automatic,2496000,SUV
Honda,2007,Foreign Used,128446,1400,Petrol,Manual,1785000,SUV
Mercedes-Benz,2007,Nigerian Used,182533,3500,Petrol,Automatic,2625000,SUV
Toyota,2003,Nigerian Used,217894,1800,Petrol,Automatic,1732500,SUV
Hyundai,2010,Nigerian Used,250892,3274,Petrol,Automatic,2205000,SUV
Suzuki,2007,Nigerian Used,66,3274,Petrol,Automatic,9900000,SUV
Lexus,2000,Nigerian Used,154995,3500,Petrol,Automatic,1680000,SUV
Toyota,2008,Nigerian Used,241185,1500,Hybrid,Automatic,1785000,SUV
Honda,2007,Nigerian Used,134716,2400,Petrol,Automatic,2046000,SUV
Toyota,2009,Nigerian Used,245524,1800,Petrol,Automatic,2415000,SUV
Mercedes-Benz,2008,Nigerian Used,142557,47000,Petrol,Automatic,4725000,SUV
Honda,2009,Nigerian Used,179313,3500,Petrol,Automatic,2625000,SUV
Honda,2008,Nigerian Used,226508,2400,Petrol,Automatic,2184000,SUV
Lexus,2011,Nigerian Used,98718,3500,Petrol,Automatic,5200000,SUV
Honda,2010,Nigerian Used,95366,2400,Petrol,Automatic,2100000,SUV
Toyota,2007,Nigerian Used,165028,1800,Petrol,Automatic,2100000,SUV
Nissan,2004,Nigerian Used,272065,3300,Petrol,Automatic,2912000,SUV
Suzuki,2007,Nigerian Used,177,3274,Petrol,Automatic,8500000,SUV
Mercedes-Benz,2007,Nigerian Used,999999,3274,Petrol,Automatic,2698000,SUV
Honda,2014,Foreign Used,163132,2400,Petrol,Automatic,6760000,SUV
Toyota,2010,Nigerian Used,210788,2400,Petrol,Automatic,2912000,SUV
Toyota,2007,Nigerian Used,102718,2400,Petrol,Automatic,2205000,SUV
Honda,2009,Nigerian Used,173089,2400,Petrol,Automatic,2600000,SUV
Honda,2007,Nigerian Used,64469,3274,Petrol,Automatic,5106000,SUV
Toyota,2008,Foreign Used,105681,3500,Petrol,Automatic,26000000,SUV
Lexus,2007,Nigerian Used,68366,3500,Petrol,Automatic,5408000,SUV
Toyota,2004,Nigerian Used,331606,1800,Petrol,AMT,1890000,SUV
Toyota,2005,Nigerian Used,443373,2400,Petrol,Automatic,1575000,SUV
Toyota,2007,Nigerian Used,189047,3274,Petrol,Automatic,3370000,SUV
Toyota,2007,Nigerian Used,179017,3274,Petrol,Automatic,2586000,SUV
Mercedes-Benz,2007,Nigerian Used,1,3274,Petrol,Automatic,1735000,SUV
Nissan,2001,Nigerian Used,188490,3300,Petrol,Automatic,1260000,SUV
Honda,2009,Nigerian Used,125806,2500,Petrol,Automatic,1785000,SUV
Lexus,2005,Nigerian Used,177350,3300,Petrol,Automatic,2100000,SUV
Kia,2004,Nigerian Used,182533,2000,Petrol,Automatic,1050000,SUV
Suzuki,2007,Nigerian Used,126285,3274,Petrol,Automatic,2810000,SUV
Toyota,2009,Nigerian Used,154177,1800,Petrol,Automatic,2704000,SUV
Toyota,2002,Nigerian Used,188116,2400,Petrol,Automatic,1612000,SUV
Mercedes-Benz,2007,Nigerian Used,126540,3274,Petrol,Automatic,2922000,SUV
Kia,2007,Nigerian Used,8645,3274,Petrol,Automatic,7850000,SUV
Chevrolet,2007,Nigerian Used,128773,3274,Petrol,Automatic,1006800,SUV
Toyota,2004,Nigerian Used,231374,3300,Petrol,Automatic,1575000,SUV
Kia,2013,Nigerian Used,100169,1800,Petrol,Automatic,2625000,SUV
Toyota,2011,Nigerian Used,195365,2500,Petrol,Automatic,2677500,SUV
Toyota,2002,Nigerian Used,195977,3000,Petrol,Automatic,1260000,SUV
Toyota,2003,Nigerian Used,239434,1800,Petrol,Automatic,1780000,SUV
Toyota,2009,Nigerian Used,299990,1800,Petrol,Automatic,2520000,SUV
Mercedes-Benz,2007,Nigerian Used,125212,3274,Petrol,Automatic,1690000,SUV
Lexus,2006,Nigerian Used,208657,3000,Petrol,Automatic,2928000,SUV
Hyundai,2015,Nigerian Used,50075,1200,Petrol,Manual,2100000,SUV
Toyota,2009,Nigerian Used,125745,2400,Petrol,Automatic,2392000,SUV
Land Rover,2007,Nigerian Used,48713,3274,Petrol,Automatic,40330000,SUV
Toyota,2005,Foreign Used,150430,1800,Petrol,Automatic,2625000,SUV
Toyota,2007,Nigerian Used,167507,3500,Petrol,Automatic,1680000,SUV
Toyota,2007,Nigerian Used,234297,2400,Petrol,Automatic,1942500,SUV
Toyota,2010,Nigerian Used,257417,1800,Petrol,Automatic,3536000,SUV
Suzuki,2007,Nigerian Used,62,3274,Petrol,Automatic,7100000,SUV
Toyota,2007,Nigerian Used,102537,3274,Petrol,Automatic,5386000,SUV
Toyota,2008,Nigerian Used,56761,5700,Petrol,Automatic,5250000,SUV
Nissan,2007,Nigerian Used,182533,3274,Petrol,Automatic,1580000,SUV
Toyota,2007,Nigerian Used,194171,2400,Petrol,Automatic,1890000,SUV
Hyundai,2011,Nigerian Used,298624,2000,Petrol,Automatic,2814000,SUV
Toyota,2006,Nigerian Used,290204,18000,Petrol,Automatic,1890000,SUV
Mazda,2008,Foreign Used,131100,2000,Petrol,Automatic,1732500,SUV
Toyota,2002,Foreign Used,163475,2500,Petrol,Automatic,2600000,SUV
Toyota,2007,Nigerian Used,237550,3274,Petrol,Automatic,3146000,SUV
Toyota,2011,Nigerian Used,217733,2400,Petrol,Automatic,2100000,SUV
Hyundai,2011,Nigerian Used,133698,2000,Petrol,Automatic,2887500,SUV
Kia,2014,Nigerian Used,54099,1400,Petrol,Automatic,2912000,SUV
Nissan,2003,Nigerian Used,239830,2500,Petrol,Automatic,1785000,SUV
Honda,2008,Nigerian Used,88690,2400,Petrol,Automatic,2100000,SUV
Honda,2013,Nigerian Used,137302,3500,Petrol,AMT,3360000,SUV
Toyota,2008,Nigerian Used,195989,1800,Petrol,Automatic,2704000,SUV
Land Rover,2006,Nigerian Used,114307,4400,Petrol,Automatic,1680000,SUV
Toyota,2000,Nigerian Used,158375,3000,Petrol,Automatic,1664000,SUV
Toyota,2003,Nigerian Used,159293,1800,Petrol,Automatic,1872000,SUV
Nissan,2014,Nigerian Used,134275,2500,Petrol,Automatic,3150000,SUV
Chevrolet,2010,Nigerian Used,102064,1600,Petrol,Automatic,1260000,SUV
Toyota,2001,Nigerian Used,174340,2000,Petrol,Automatic,1872000,SUV
Toyota,2006,Nigerian Used,316117,3500,Petrol,Automatic,1680000,SUV
Lexus,2005,Nigerian Used,221522,3300,Petrol,Automatic,3328000,SUV
Toyota,2005,Nigerian Used,257412,1800,Petrol,Automatic,1785000,SUV
Toyota,2002,Nigerian Used,506364,2400,Petrol,Automatic,1456000,SUV
Nissan,2005,Foreign Used,191535,3500,Petrol,Automatic,1785000,SUV
Toyota,2007,Nigerian Used,208115,3500,Petrol,Automatic,1890000,SUV
Toyota,2005,Foreign Used,238198,1800,Petrol,Automatic,2572500,SUV
Mercedes-Benz,2002,Nigerian Used,225111,2100,Diesel,Manual,1575000,SUV
Lexus,2009,Nigerian Used,156501,3500,Petrol,Automatic,3585000,SUV
Suzuki,2007,Nigerian Used,201,3274,Petrol,Automatic,9900000,SUV
Toyota,2010,Nigerian Used,243549,1800,Petrol,Automatic,2205000,SUV
Toyota,2003,Nigerian Used,218717,2000,Petrol,Automatic,1768000,SUV
Honda,2007,Nigerian Used,72750,3274,Petrol,Automatic,8298000,SUV
Toyota,2004,Nigerian Used,21973,1800,Petrol,Automatic,1732500,SUV
Nissan,2005,Nigerian Used,468578,2500,Petrol,Automatic,1680000,SUV
Mercedes-Benz,2005,Nigerian Used,134162,3700,Petrol,Automatic,2940000,SUV
Nissan,2005,Nigerian Used,24162,4000,Petrol,Automatic,2310000,SUV
Toyota,2004,Nigerian Used,184304,1800,Petrol,Automatic,1785000,SUV
Nissan,2018,Nigerian Used,37409,5600,Petrol,Automatic,8400000,SUV
Honda,2004,Nigerian Used,215019,3500,Petrol,Automatic,1560000,SUV
Honda,2010,Nigerian Used,149189,35000,Petrol,Automatic,2100000,SUV
Mercedes-Benz,2008,Nigerian Used,212117,3500,Petrol,Automatic,3150000,SUV
Toyota,2003,Foreign Used,101442,1800,Petrol,Automatic,3120000,SUV
Ford,2008,Nigerian Used,171962,3500,Petrol,Automatic,2704000,SUV
Honda,2007,Foreign Used,183460,35,Petrol,Automatic,3150000,SUV
Toyota,2009,Nigerian Used,135724,1800,Petrol,Automatic,1659000,SUV
Hyundai,2007,Nigerian Used,124362,3274,Petrol,Automatic,2026000,SUV
Toyota,2003,Nigerian Used,107072,3000,Petrol,Automatic,1664000,SUV
Honda,2015,Nigerian Used,76054,2000,Petrol,Automatic,5616000,SUV
Toyota,2009,Nigerian Used,360384,1800,Petrol,Automatic,2100000,SUV
Toyota,2010,Foreign Used,75863,2700,Petrol,Automatic,7192500,SUV
Lexus,2009,Nigerian Used,139072,3500,Petrol,Automatic,3150000,SUV
Hyundai,2007,Nigerian Used,97234,3274,Petrol,Automatic,2698000,SUV
Mercedes-Benz,2007,Nigerian Used,152004,3274,Petrol,Automatic,3370000,SUV
Suzuki,2007,Nigerian Used,67,3274,Petrol,Automatic,8500000,SUV
Toyota,2003,Nigerian Used,23658,1800,Petrol,Automatic,1872000,SUV
Nissan,2008,Nigerian Used,77687,45,Petrol,Automatic,1575000,SUV
Toyota,2007,Nigerian Used,248358,3274,Petrol,Automatic,2586000,SUV
Mercedes-Benz,2003,Nigerian Used,320327,3200,Petrol,Automatic,1872000,SUV
Nissan,2013,Foreign Used,176325,3500,Petrol,Automatic,2500000,SUV
Chevrolet,2011,Nigerian Used,90435,1500,Petrol,Automatic,1207500,SUV
Toyota,2007,Nigerian Used,275414,2500,Petrol,Automatic,1995000,SUV
Honda,2015,Nigerian Used,93433,2400,Petrol,Automatic,3885000,SUV
Lexus,2008,Nigerian Used,184234,3500,Petrol,Automatic,3952000,SUV
Toyota,2004,Nigerian Used,233801,2400,Petrol,Automatic,1664000,SUV
Nissan,2002,Nigerian Used,141407,2500,Petrol,Automatic,1365000,SUV
Infiniti,2004,Nigerian Used,262823,3500,Petrol,Automatic,1575000,SUV
Lexus,2011,Nigerian Used,209215,3000,Petrol,Automatic,1680000,SUV
Toyota,2007,Nigerian Used,56335,3274,Petrol,Automatic,14570000,SUV
Mercedes-Benz,2009,Nigerian Used,332652,3000,Petrol,Automatic,2730000,SUV
Chrysler,2006,Foreign Used,36238,5700,Petrol,Automatic,1575000,SUV
Toyota,2008,Nigerian Used,265560,2400,Petrol,Automatic,2100000,SUV
Honda,2010,Nigerian Used,95249,3500,Petrol,Automatic,1785000,SUV
Toyota,2007,Nigerian Used,312965,3000,Petrol,Automatic,1785000,SUV
Toyota,2005,Nigerian Used,173874,2400,Petrol,Automatic,2288000,SUV
Nissan,2014,Nigerian Used,191207,2500,Petrol,Automatic,1785000,SUV
Mazda,2007,Nigerian Used,330873,2300,Petrol,Automatic,1260000,SUV
Skoda,2014,Nigerian Used,83571,2000,Petrol,Automatic,1627500,SUV
Mercedes-Benz,2005,Foreign Used,221487,5000,Petrol,Automatic,1627500,SUV
Nissan,2007,Nigerian Used,148011,3274,Petrol,Automatic,1555600,SUV
Toyota,2006,Nigerian Used,371715,3300,Petrol,Automatic,1890000,SUV
Toyota,2006,Foreign Used,204482,1800,Petrol,Automatic,3172000,SUV
Kia,2013,Nigerian Used,92645,2000,Petrol,Automatic,2310000,SUV
Toyota,2005,Nigerian Used,156976,2400,Petrol,Automatic,1575000,SUV
Mercedes-Benz,2007,Nigerian Used,246829,5500,Petrol,Automatic,2520000,SUV
Toyota,2008,Nigerian Used,197584,2500,Petrol,Automatic,2100000,SUV
Nissan,2005,Foreign Used,330873,1800,Petrol,Manual,1575000,SUV
Toyota,2010,Nigerian Used,176319,2500,Petrol,Automatic,2205000,SUV
Toyota,2001,Nigerian Used,355625,20000,Petrol,Automatic,1352000,SUV
Nissan,2005,Nigerian Used,343566,4000,Petrol,Automatic,1768000,SUV
Mercedes-Benz,2002,Foreign Used,311373,3200,Petrol,Automatic,2625000,SUV
Toyota,2007,Nigerian Used,122151,3274,Petrol,Automatic,2372500,SUV
Honda,2007,Nigerian Used,97944,3274,Petrol,Automatic,1466000,SUV
Mitsubishi,2010,Nigerian Used,182533,2400,Petrol,Manual,1260000,SUV
Toyota,2007,Nigerian Used,208069,3274,Petrol,Automatic,1410000,SUV
Honda,2007,Nigerian Used,140942,2400,Petrol,Automatic,1890000,SUV
Kia,2013,Nigerian Used,119011,1400,Petrol,Automatic,1995000,SUV
Honda,2013,Nigerian Used,174120,24000,Petrol,Automatic,3517500,SUV
Mercedes-Benz,2009,Nigerian Used,293528,3000,Petrol,Automatic,2625000,SUV
Ford,2006,Foreign Used,321388,4000,Petrol,Automatic,2940000,SUV
Hyundai,2011,Nigerian Used,193209,2400,Petrol,Automatic,2625000,SUV
Mazda,2005,Nigerian Used,131262,3000,Petrol,Automatic,1260000,SUV
Kia,2007,Nigerian Used,31251,3274,Petrol,Automatic,5050000,SUV
Lexus,1999,Nigerian Used,225668,3000,Petrol,Automatic,1938000,SUV
Nissan,2013,Nigerian Used,99116,2000,Petrol,Automatic,2100000,SUV
Toyota,2007,Nigerian Used,335891,1800,Petrol,Automatic,2100000,SUV
Toyota,2007,Nigerian Used,249502,2400,Petrol,Automatic,2100000,SUV
Toyota,2007,Nigerian Used,231874,3274,Petrol,Automatic,2586000,SUV
Toyota,2005,Foreign Used,389669,1800,Petrol,Automatic,2940000,SUV
Toyota,2008,Nigerian Used,141077,1800,Petrol,Manual,1976000,SUV
